,area_type,location,size,total_sqft,bath,balcony,price
6316,Built-up,Kaggadasapura,3 BHK,1710.0,3.0,0.0,4944.0
6317,Built-up,BTM Layout,2 BHK,935.0,2.0,1.0,4243.6
6318,Super,Jakkur,3 BHK,2197.0,3.0,2.0,11206.400000000001
6319,Plot,TC Palaya,4 Bedroom,600.0,4.0,0.0,5356.0
6320,Super,Yeshwanthpur,3 BHK,1678.0,3.0,2.0,7591.512
6321,Built-up,Brookefield,3 BHK,1410.0,2.0,0.0,6592.0
6322,Super,Jakkur,2 BHK,1125.0,2.0,2.0,5356.0
6323,Super,Magadi Road,3 BHK,1191.0,2.0,1.0,4563.312000000001
6324,Super,Thubarahalli,2 BHK,1200.0,2.0,2.0,6509.6
6325,Super,CV Raman Nagar,3 BHK,1525.0,2.0,3.0,5520.8
6326,Super,KUDLU MAIN ROAD,3 BHK,1464.0,3.0,3.0,4614.400000000001
6327,Super,Seegehalli,2 BHK,920.0,2.0,1.0,2224.8
6328,Built-up,Yelahanka,1 BHK,651.0,1.0,1.0,1442.0
6329,Super,Chikkabanavar,2 BHK,600.0,1.0,2.0,2060.0
6331,Super,Thanisandra,2 BHK,1185.0,2.0,2.0,3625.6000000000004
6332,Super,Electronics City Phase 1,2 BHK,1190.0,2.0,1.0,5603.200000000001
6335,Super,Whitefield,2 BHK,1355.0,2.0,3.0,6015.200000000001
6336,Plot,KR Puram,2 Bedroom,1200.0,1.0,0.0,5356.0
6337,Plot,Kundalahalli,4 Bedroom,7000.0,4.0,3.0,45320.0
6338,Plot,Ramamurthy Nagar,6 Bedroom,1200.0,4.0,1.0,9064.0
6339,Super,Yelahanka New Town,1 BHK,500.0,2.0,1.0,1977.6000000000001
6340,Super,Bommasandra Industrial Area,3 BHK,1250.0,3.0,3.0,4120.0
6341,Built-up,Uttarahalli,3 BHK,1480.0,2.0,1.0,4779.200000000001
6342,Built-up,Ambalipura,4 BHK,3300.0,4.0,2.0,27109.600000000002
6344,Super,Green Woods Layout,2 BHK,1206.0,2.0,1.0,4367.200000000001
6345,Super,Rajaji Nagar,2 BHK,1357.0,2.0,1.0,10712.0
6346,Built-up,Hosakerehalli,2 BHK,925.0,2.0,1.0,3831.6000000000004
6347,Super,8th Phase JP Nagar,2 BHK,909.0,2.0,1.0,3370.1600000000003
6348,Plot,Seegehalli,3 Bedroom,3000.0,5.0,2.0,27604.000000000004
6349,Built-up,Brookefield,2 BHK,1100.0,2.0,1.0,4532.0
6350,Plot,Malleshwaram,4 Bedroom,3000.0,5.0,2.0,67156.0
6353,Super,Raja Rajeshwari Nagar,2 BHK,1306.0,2.0,2.0,3639.608
6354,Plot,Roopena Agrahara,4 Bedroom,1200.0,4.0,1.0,7828.000000000001
6355,Super,Kalena Agrahara,1 BHK,610.0,1.0,1.0,3213.6000000000004
6356,Super,Yelahanka,3 BHK,1484.0,2.0,2.0,4647.360000000001
6357,Super,Ramamurthy Nagar,2 BHK,1125.0,2.0,1.0,3872.8
6359,Super,Whitefield,4 BHK,2882.0,5.0,1.0,13019.2
6360,Plot,Vidyaranyapura,4 Bedroom,750.0,4.0,0.0,7251.200000000001
6361,Super,Kundalahalli,3 BHK,2075.0,3.0,1.0,9476.0
6362,Built-up,Stage-4 Bommanahalli,2 BHK,1250.0,2.0,1.0,4779.200000000001
6363,Super,Horamavu Banaswadi,2 BHK,1272.0,2.0,2.0,4243.6
6364,Plot,Banashankari Stage II,4 Bedroom,1050.0,3.0,2.0,10300.0
6365,Super,Venkateshpuram,2 BHK,625.0,2.0,1.0,1977.6000000000001
6366,Built-up,1st Phase JP Nagar,1 BHK,840.0,2.0,2.0,4120.0
6367,Super,Hennur Road,4 BHK,2502.0,4.0,2.0,14832.000000000002
6368,Super,Rayasandra,1 BHK,583.0,1.0,1.0,2216.56
6369,Super,Gunjur Palya,2 BHK,900.0,2.0,1.0,2224.8
6372,Built-up,Kanakapura,3 Bedroom,2200.0,3.0,1.0,9970.400000000001
6373,Super,Whitefield,1 BHK,750.0,1.0,1.0,4202.400000000001
6374,Super,Marathahalli,3 BHK,1600.0,3.0,3.0,4779.200000000001
6375,Super,Chikkalasandra,3 BHK,1365.0,2.0,2.0,4037.6000000000004
6376,Built-up,"Judicial Layout, Kanakapura Road, ",3 BHK,1300.0,3.0,2.0,5273.6
6377,Built-up,Kurubarahalli,1 Bedroom,1200.0,1.0,0.0,5685.6
6378,Super,Hormavu,2 BHK,1260.0,2.0,2.0,2884.0
6379,Super,Electronics City Phase 1,2 BHK,1190.0,2.0,2.0,2795.0080000000003
6380,Super,Hosakerehalli,3 BHK,2480.0,4.0,1.0,21424.0
6381,Super,Vishwapriya Layout,3 BHK,1250.0,3.0,2.0,3131.2000000000003
6382,Built-up,Kaggadasapura,3 BHK,1500.0,3.0,0.0,6180.0
6383,Super,Banashankari Stage V,3 BHK,1510.0,3.0,3.0,3919.7680000000005
6384,Super,7th Phase JP Nagar,2 BHK,1187.0,2.0,1.0,4861.6
6385,Super,Kundalahalli,2 BHK,1120.0,2.0,1.0,4429.8240000000005
6387,Super,Dodsworth Layout,3 BHK,1717.0,3.0,3.0,8157.6
6388,Built-up,Mullur,3 BHK,2099.0,3.0,2.0,7828.000000000001
6389,Super,Kasturi Nagar,2 BHK,1100.0,2.0,2.0,4779.200000000001
6390,Plot,Hegganahalli,1 Bedroom,1200.0,1.0,0.0,3955.2000000000003
6391,Built-up,Bannerghatta Road,3 BHK,1465.0,2.0,1.0,3779.688
6392,Plot,Kothanur,1 Bedroom,1500.0,1.0,0.0,6180.0
6393,Plot,Prashanth Nagar,5 Bedroom,4050.0,4.0,1.0,49440.0
6394,Super,Haralur Road,3 BHK,1255.0,2.0,1.0,7416.000000000001
6395,Super,5th Phase JP Nagar,2 BHK,1220.0,2.0,3.0,7251.200000000001
6396,Built-up,Electronic City Phase II,2 BHK,1065.0,2.0,1.0,2544.512
6397,Built-up,Sultan Palaya,3 BHK,1765.0,3.0,3.0,6592.0
6398,Super,Bellandur,2 BHK,1281.0,2.0,2.0,7168.8
6399,Super,Electronic City,2 BHK,1210.0,2.0,2.0,2060.0
6400,Carpet,Kaggadasapura,2 BHK,1215.0,2.0,3.0,3543.2000000000003
6401,Plot,Ananth Nagar,4 Bedroom,1200.0,3.0,1.0,7168.8
6402,Super,Mysore Road,2 BHK,1237.0,2.0,2.0,6015.200000000001
6403,Super,Lakshminarayana Pura,2 BHK,1300.0,2.0,1.0,5768.0
6404,Super,Whitefield,2 BHK,1105.0,2.0,2.0,3295.1760000000004
6405,Super,Chandapura,3 BHK,1505.0,2.0,2.0,3460.8
6406,Super,Hebbal Kempapura,4 BHK,3900.0,5.0,2.0,25544.0
6407,Built-up,Banashankari,2 BHK,1186.0,2.0,3.0,5356.0
6408,Plot,Byrathi Village,4 Bedroom,900.0,3.0,1.0,4202.400000000001
6409,Super,Kengeri,2 BHK,750.0,2.0,1.0,2925.2000000000003
6410,Built-up,Varthur,2 BHK,1083.0,2.0,2.0,2307.2000000000003
6411,Built-up,Nagaraja Garden,3 BHK,1430.0,2.0,1.0,6480.760000000001
6412,Super,Thanisandra,2 BHK,1056.0,2.0,2.0,5603.200000000001
6413,Super,VGP Layout,3 BHK,2108.0,3.0,3.0,7004.000000000001
6414,Super,Banashankari,3 BHK,1650.0,3.0,2.0,8322.400000000001
6415,Built-up,Electronic City Phase II,3 BHK,1220.0,3.0,1.0,3015.84
6416,Super,Rayasandra,2 BHK,1198.0,2.0,1.0,4449.6
6417,Super,Ejipura,2 BHK,1190.0,2.0,1.0,5768.0
6418,Built-up,"Judicial Layout, Kanakapura Road, ",2 BHK,900.0,2.0,1.0,3378.4
6419,Super,J.P.nagar 6th Phase.Sarakki Nagar,4 BHK,2690.0,4.0,2.0,15244.000000000002
6420,Built-up,Kanakapura,2 BHK,1340.0,2.0,2.0,5356.0
6421,Plot,Bommenahalli,4 Bedroom,2940.0,3.0,2.0,185400.0
6422,Plot,Giri Nagar,6 Bedroom,2400.0,6.0,1.0,32960.0
6424,Super,Yelahanka,2 BHK,1260.0,2.0,2.0,4878.080000000001
6425,Super,Talaghattapura,3 BHK,2254.0,3.0,2.0,12607.2
6426,Super,Old Madras Road,3 BHK,2990.0,5.0,1.0,17304.0
6427,Built-up,1st Block BEL Layout,4 Bedroom,1800.0,5.0,1.0,20600.0
6428,Built-up,JP Nagar,2 BHK,820.0,2.0,1.0,3708.0000000000005
6429,Super,Electronic City,2 BHK,1296.0,2.0,2.0,5356.0
6430,Super,Uttarahalli,2 BHK,1190.0,2.0,1.0,4412.52
6431,Super,Whitefield,2 BHK,1173.0,2.0,1.0,6344.8
6432,Plot,Sarjapura - Attibele Road,3 Bedroom,1800.0,3.0,2.0,7416.000000000001
6433,Built-up,Yelahanka,2 BHK,1102.0,2.0,0.0,4284.8
6434,Super,Sarjapur,2 BHK,913.0,2.0,1.0,2966.4
6435,Super,Hormavu,3 BHK,1176.0,2.0,1.0,2906.2480000000005
6436,Built-up,Prithvi Layout,3 BHK,1620.0,3.0,2.0,5356.0
6437,Super,Billekahalli,3 BHK,2968.0,3.0,2.0,18540.0
6438,Super,Yelahanka,2 BHK,1519.0,2.0,3.0,5356.0
6440,Super,Dodsworth Layout,3 BHK,1594.0,3.0,2.0,8157.6
6441,Super,Kaverappa Layout,2 BHK,1250.0,2.0,1.0,5603.200000000001
6442,Super,Haralur Road,2 BHK,1056.0,2.0,1.0,4944.0
6443,Plot,Whitefield,3 Bedroom,1200.0,3.0,1.0,5636.160000000001
6444,Plot,Kothnur Narayanapura,2 Bedroom,1290.0,1.0,0.0,6386.0
6445,Built-up,Amruthnagar,2 BHK,1150.0,2.0,1.0,3955.2000000000003
6446,Super,Ambedkar Colony,2 BHK,1464.0,2.0,1.0,11948.0
6447,Plot,Anekal,4 Bedroom,1200.0,2.0,1.0,2966.4
6448,Built-up,Gollarapalya Hosahalli,2 BHK,861.0,2.0,0.0,3007.6000000000004
6449,Super,Kundalahalli,2 BHK,1047.0,2.0,1.0,6807.888000000001
6450,Plot,Lakshmipura,2 Bedroom,1200.0,2.0,0.0,6180.0
6452,Built-up,Hongasandra,2 BHK,1065.0,2.0,1.0,3708.0000000000005
6453,Built-up,Rajaji Nagar,3 BHK,2300.0,3.0,3.0,30405.600000000002
6454,Super,Ramamurthy Nagar,2 BHK,1000.0,2.0,1.0,5108.8
6455,Super,Lingadheeranahalli,3 BHK,1682.0,3.0,1.0,9311.2
6456,Super,Harlur,3 BHK,1756.0,3.0,2.0,10794.400000000001
6457,Plot,BEL Road,5 Bedroom,4000.0,4.0,2.0,82400.0
6458,Super,Vignana Nagar,4 BHK,1050.0,4.0,2.0,7416.000000000001
6459,Super,Vittasandra,2 BHK,1238.0,2.0,1.0,5547.168
6460,Super,Dasanapura,2 BHK,814.0,2.0,1.0,3460.8
6461,Built-up,Dodda Nekkundi,2 BHK,1145.0,2.0,1.0,3831.6000000000004
6462,Super,Varthur,2 BHK,965.0,2.0,1.0,2801.6000000000004
6463,Super,Doddabele,2 BHK,750.0,2.0,1.0,2966.4
6464,Built-up,Banashankari,3 BHK,1300.0,2.0,2.0,4532.0
6465,Super,1st Phase JP Nagar,3 BHK,1590.0,3.0,3.0,10794.400000000001
6466,Super,Begur Road,1 BHK,644.0,1.0,1.0,3296.0
6467,Super,Whitefield,2 BHK,982.0,2.0,1.0,3048.8
6468,Super,Indira Nagar,2 BHK,1260.0,2.0,2.0,8240.0
6469,Super,Rayasandra,3 BHK,1555.0,3.0,2.0,6194.008000000001
6470,Built-up,Race Course Road,4 Bedroom,2500.0,4.0,1.0,37080.0
6471,Super,Kaggadasapura,2 BHK,1225.0,2.0,2.0,3955.2000000000003
6472,Super,Electronics City Phase 1,2 BHK,1085.0,2.0,1.0,3790.4
6473,Super,Rajaji Nagar,3 BHK,1640.0,3.0,2.0,18128.0
6474,Built-up,Thanisandra,3 BHK,1595.0,3.0,1.0,9064.0
6475,Super,Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,2.0,3332.256
6476,Super,Yelahanka,3 BHK,1859.0,3.0,1.0,8899.2
6477,Super,9th Phase JP Nagar,2 BHK,1079.0,2.0,1.0,4944.0
6478,Built-up,Shivaji Nagar,2 BHK,550.0,1.0,1.0,2224.8
6479,Super,Whitefield,2 BHK,1118.0,2.0,1.0,3460.8
6480,Super,CV Raman Nagar,2 BHK,1198.0,2.0,2.0,4944.0
6482,Super,Thigalarapalya,3 BHK,1830.0,4.0,2.0,11124.0
6483,Super,Banashankari Stage VI,2 BHK,1160.0,2.0,1.0,4861.6
6484,Super,Srirampuram,3 BHK,1485.0,2.0,1.0,12854.400000000001
6485,Super,Ejipura,3 BHK,2070.0,3.0,3.0,11124.0
6486,Plot,Basaveshwara Nagar,6 Bedroom,750.0,4.0,1.0,12360.0
6487,Built-up,Kannamangala,2 BHK,957.0,2.0,0.0,4326.0
6488,Plot,Basaveshwara Nagar,5 Bedroom,2400.0,4.0,1.0,25544.0
6489,Super,Bannerghatta Road,2 BHK,1268.0,2.0,1.0,5685.6
6490,Super,Bannerghatta Road,3 BHK,1450.0,2.0,2.0,7168.8
6491,Built-up,Manorayana Palya,3 BHK,1600.0,2.0,2.0,6180.0
6492,Super,Uttarahalli,3 BHK,1330.0,2.0,1.0,4696.8
6493,Super,Jakkur,3 BHK,1355.0,2.0,2.0,5356.0
6495,Super,Abbaiah Reddy Layout,2 BHK,1100.0,2.0,1.0,3171.5760000000005
6497,Super,Chikkalasandra,2 BHK,1075.0,2.0,1.0,3853.024
6498,Super,Lingarajapuram,2 BHK,800.0,2.0,1.0,4532.0
6500,Built-up,Vasantha Vallabha Nagar,2 BHK,900.0,1.0,1.0,3625.6000000000004
6501,Super,Haralur Road,2 BHK,1140.0,2.0,1.0,3460.8
6502,Super,Ganga Nagar,3 BHK,1480.0,2.0,2.0,10300.0
6503,Super,Padmanabhanagar,3 BHK,1710.0,2.0,2.0,7467.912
6504,Super,Talaghattapura,3 BHK,2106.0,3.0,3.0,12195.2
6505,Plot,Yeshwanthpur,9 Bedroom,2400.0,6.0,2.0,22248.0
6506,Plot,Sadahalli,3 Bedroom,3800.0,2.0,2.0,10712.0
6507,Plot,Vajarahalli,3 Bedroom,800.0,3.0,2.0,9888.0
6508,Super,Marathahalli,2 BHK,1602.0,2.0,2.0,8569.6
6509,Super,Sarjapur  Road,3 BHK,1660.0,2.0,2.0,9558.400000000001
6510,Super,Electronic City Phase II,3 BHK,1549.0,3.0,2.0,6592.0
6511,Super,Marathahalli,1 BHK,700.0,1.0,1.0,3131.2000000000003
6512,Super,Balagere,2 BHK,1012.0,2.0,1.0,5273.6
6514,Super,Whitefield,2 BHK,1216.0,2.0,1.0,5685.6
6515,Super,Electronic City Phase II,2 BHK,1065.0,2.0,1.0,4625.112
6516,Super,Thanisandra,3 BHK,1411.0,3.0,1.0,7675.560000000001
6517,Super,Pai Layout,2 BHK,1400.0,2.0,2.0,4738.0
6518,Super,Hoskote,3 BHK,1250.0,3.0,2.0,2389.6000000000004
6519,Super,Haralur Road,2 BHK,1245.0,2.0,3.0,5108.8
6520,Super,Choodasandra,2 BHK,1115.0,2.0,1.0,4120.0
6521,Super,Vidyaranyapura,2 BHK,1000.0,2.0,1.0,2884.0
6523,Super,Subramanyapura,3 BHK,1800.0,3.0,2.0,7416.000000000001
6524,Super,Mathikere,2 BHK,1500.0,2.0,2.0,10712.0
6526,Super,Kothannur,3 BHK,1275.0,3.0,2.0,3625.6000000000004
6527,Super,Kasavanhalli,3 BHK,1494.0,3.0,2.0,6756.8
6528,Super,Bhoganhalli,3 BHK,1949.0,3.0,2.0,10629.6
6529,Super,BTM Layout,2 BHK,1020.0,2.0,1.0,3831.6000000000004
6530,Super,Mysore Road,2 BHK,883.0,2.0,1.0,3708.0000000000005
6531,Built-up,Old Airport Road,4 BHK,3200.0,4.0,2.0,23072.0
6532,Plot,Uttarahalli,6 Bedroom,1680.0,6.0,1.0,10300.0
6534,Super,Anand nagar,3 BHK,2010.0,3.0,3.0,10300.0
6535,Super,Yeshwanthpur,2 BHK,1240.0,2.0,2.0,6592.0
6536,Super,6th Phase JP Nagar,2 BHK,1213.0,2.0,1.0,5191.200000000001
6537,Super,Hegde Nagar,3 BHK,1835.0,3.0,3.0,7251.200000000001
6539,Super,Bannerghatta Road,4 BHK,2932.0,5.0,2.0,16068.000000000002
6540,Built-up,Whitefield,4 Bedroom,3425.0,5.0,2.0,20600.0
6541,Built-up,Gottigere,2 BHK,945.0,2.0,0.0,3708.0000000000005
6542,Super,Sathya Layout,3 BHK,1504.0,2.0,2.0,8240.0
6543,Super,Lakshminarayana Pura,3 BHK,1569.0,3.0,2.0,12360.0
6544,Super,Harlur,3 BHK,1755.0,3.0,2.0,10712.0
6545,Super,Vijayanagar,3 BHK,1760.0,3.0,2.0,11536.0
6546,Super,Hoodi,2 BHK,1240.0,2.0,3.0,3620.656
6547,Super,Electronics City Phase 1,3 BHK,1450.0,3.0,2.0,5977.296000000001
6548,Super,5th Phase JP Nagar,2 BHK,1000.0,2.0,0.0,3955.2000000000003
6549,Plot,Shivaji Nagar,1 Bedroom,3820.0,1.0,1.0,25214.4
6550,Super,Thyagaraja Nagar,5 BHK,2000.0,4.0,2.0,11948.0
6551,Super,Choodasandra,2 BHK,1215.0,2.0,2.0,4861.6
6553,Super,Yelachenahalli,3 BHK,1330.0,3.0,3.0,6056.400000000001
6554,Super,Raja Rajeshwari Nagar,2 BHK,1178.0,2.0,1.0,6180.0
6555,Plot,Hulimavu,4 Bedroom,1500.0,4.0,3.0,15820.800000000001
6556,Super,Shree Ananth Nagar Layout,2 BHK,2040.0,2.0,2.0,4861.6
6557,Super,Bellandur,3 BHK,2000.0,3.0,2.0,7004.000000000001
6558,Super,Shanti Nagar,3 BHK,1602.0,2.0,1.0,13596.000000000002
6559,Plot,2nd Stage Arekere Mico Layout,4 Bedroom,1200.0,4.0,1.0,10712.0
6561,Built-up,Jayamahal,3 BHK,1800.0,3.0,1.0,18128.0
6562,Plot,Dasarahalli,3 Bedroom,2400.0,2.0,1.0,12524.800000000001
6563,Super,Sarjapur  Road,3 BHK,1700.0,3.0,3.0,8899.2
6564,Built-up,Jigani,3 BHK,1200.0,3.0,2.0,5356.0
6565,Plot,Veer Sandra,3 Bedroom,1500.0,3.0,0.0,5932.8
6566,Plot,Karuna Nagar,3 Bedroom,1240.0,3.0,2.0,13596.000000000002
6567,Built-up,Whitefield,3 Bedroom,3000.0,3.0,2.0,32960.0
6568,Built-up,Kanakpura Road,3 BHK,1737.0,3.0,3.0,7004.000000000001
6570,Built-up,Chennappa Layout,3 BHK,1280.0,2.0,1.0,3955.2000000000003
6571,Super,CV Raman Nagar,2 BHK,1560.0,2.0,2.0,7004.000000000001
6572,Super,Kambipura,2 BHK,883.0,2.0,1.0,3625.6000000000004
6573,Super,Kengeri Satellite Town,2 BHK,750.0,2.0,1.0,2719.2000000000003
6574,Super,Brookefield,4 BHK,2400.0,3.0,3.0,11536.0
6575,Super,Bhuvaneshwari Nagar,2 BHK,900.0,2.0,1.0,3708.0000000000005
6576,Super,Hormavu,2 BHK,1030.0,2.0,1.0,4066.4400000000005
6577,Super,7th Phase JP Nagar,3 BHK,1850.0,3.0,2.0,12772.0
6578,Built-up,Hennur Road,3 BHK,1831.0,3.0,1.0,9064.0
6579,Super,Raja Rajeshwari Nagar 5th Stage,2 BHK,1095.0,2.0,1.0,3158.3920000000003
6580,Built-up,Electronic City Phase II,3 BHK,1320.0,2.0,1.0,3141.9120000000003
6582,Built-up,7th Phase JP Nagar,2 BHK,1000.0,2.0,1.0,5026.400000000001
6583,Super,Budigere,3 BHK,1820.0,3.0,2.0,7036.960000000001
6584,Super,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,3378.4
6585,Plot,TC Palaya,3 Bedroom,1500.0,3.0,0.0,6839.200000000001
6586,Super,Electronics City Phase 1,1 RK,360.0,1.0,0.0,1392.56
6588,Super,Electronic City,2 BHK,1140.0,2.0,1.0,5844.6320000000005
6589,Super,Chennammana Kere,2 BHK,1145.0,2.0,2.0,4812.16
6590,Super,RMV Extension Stage 2,3 BHK,1862.0,3.0,3.0,9888.0
6591,Super, Devarachikkanahalli,2 BHK,947.0,2.0,2.0,3543.2000000000003
6593,Plot,Chandra Layout,3 Bedroom,700.0,3.0,2.0,16068.000000000002
6594,Super,Kalena Agrahara,2 BHK,1120.0,2.0,2.0,3296.0
6595,Built-up,Sadanand Nagar,3 BHK,2700.0,3.0,3.0,16480.0
6596,Super,Kaggadasapura,3 BHK,1805.0,2.0,2.0,6180.0
6597,Super,Basavangudi,2 BHK,1100.0,2.0,3.0,7663.200000000001
6598,Plot,Bommenahalli,4 Bedroom,1355.0,3.0,0.0,11124.0
6599,Built-up,"Whietfield, ",3 BHK,1677.0,3.0,2.0,8075.200000000001
6601,Super,Uttarahalli,3 BHK,1560.0,3.0,3.0,6097.6
6602,Super,Arekere,3 BHK,2060.0,3.0,2.0,12360.0
6603,Super,Koramangala,3 BHK,1716.0,2.0,0.0,9476.0
6604,Super,Harlur,3 BHK,1864.0,3.0,1.0,11536.0
6605,Built-up,Electronics City Phase 1,1 BHK,638.0,1.0,1.0,2636.8
6606,Plot,Sidedahalli,9 Bedroom,1200.0,7.0,3.0,7828.000000000001
6608,Super,Chandapura,2 BHK,937.0,2.0,1.0,2472.0
6609,Built-up,Hennur Gardens,3 BHK,1490.0,2.0,1.0,9476.0
6610,Super,Frazer Town,4 BHK,4856.0,5.0,3.0,33784.0
6611,Plot,Whitefield,4 Bedroom,4003.0,6.0,1.0,43260.0
6612,Super,Whitefield,2 BHK,1100.0,2.0,1.0,3048.8
6613,Super,Thigalarapalya,2 BHK,1000.0,2.0,2.0,3998.8720000000003
6614,Super,Horamavu Agara,2 BHK,1060.0,2.0,1.0,3048.8
6615,Super,Kundalahalli,2 BHK,1047.0,2.0,1.0,7498.400000000001
6616,Built-up,Basaveshwara Nagar,2 BHK,1200.0,2.0,2.0,6592.0
6617,Super,Akshaya Nagar,3 BHK,1420.0,2.0,2.0,6180.0
6618,Super,Sarjapur  Road,3 BHK,1539.0,3.0,2.0,7004.000000000001
6619,Super,Tejaswini Nagar,3 BHK,1550.0,3.0,1.0,4861.6
6620,Super,Kasavanhalli,3 BHK,1555.0,3.0,3.0,6756.8
6621,Plot,BTM Layout 1stage 9th Main,7 Bedroom,600.0,6.0,2.0,11371.2
6622,Super,Seegehalli,3 BHK,1553.0,3.0,3.0,5603.200000000001
6623,Super,Electronic City Phase II,2 BHK,920.0,2.0,2.0,2142.4
6624,Super,Jeevan bima nagar,3 BHK,1740.0,3.0,3.0,9888.0
6625,Super,OMBR Layout,3 BHK,1855.0,3.0,2.0,11948.0
6626,Super,Kundalahalli,3 BHK,1724.0,3.0,1.0,12030.400000000001
6627,Super,B Narayanapura,2 BHK,1020.0,2.0,2.0,4944.0
6628,Plot,Banaswadi,6 Bedroom,1000.0,4.0,2.0,12360.0
6629,Super,Uttarahalli,3 BHK,1250.0,2.0,1.0,4120.0
6630,Super,Sanjay nagar,3 BHK,1450.0,3.0,2.0,6180.0
6631,Super,Thubarahalli,2 BHK,1200.0,2.0,2.0,6592.0
6632,Built-up,Haralur Road,2 BHK,1140.0,2.0,2.0,4779.200000000001
6633,Plot,Hoskote,5 Bedroom,900.0,5.0,2.0,9064.0
6634,Super,Basava Nagar,1 BHK,550.0,1.0,1.0,1318.4
6635,Super,Bannerghatta Road,3 BHK,1450.0,3.0,1.0,3625.6000000000004
6637,Super,Kanakpura Road,2 BHK,700.0,2.0,1.0,2889.768
6638,Plot,Whitefield,3 Bedroom,1200.0,3.0,1.0,4614.400000000001
6639,Super,Yelahanka,2 BHK,1050.0,2.0,1.0,3708.0000000000005
6640,Super,Somasundara Palya,3 BHK,1600.0,3.0,3.0,5685.6
6641,Super,Bannerghatta Road,3 BHK,1625.0,2.0,3.0,6180.0
6642,Super,Volagerekallahalli,2 BHK,1492.0,2.0,2.0,5356.0
6644,Super,Sarjapur  Road,3 BHK,1489.0,2.0,3.0,6756.8
6645,Super,Kanakapura,3 BHK,1560.0,2.0,2.0,5140.112000000001
6646,Super,Haralur Road,2 BHK,1140.0,2.0,2.0,3460.8
6647,Super,Lavakusha Nagar,3 BHK,1431.0,3.0,2.0,5356.0
6648,Super,Lingadheeranahalli,3 BHK,1682.0,3.0,1.0,9393.6
6649,Super,Panathur,2 BHK,1198.0,2.0,1.0,7107.8240000000005
6650,Plot,Outer Ring Road East,3 Bedroom,3664.0,3.0,2.0,26780.000000000004
6651,Super,Sarjapur  Road,3 BHK,1550.0,2.0,2.0,5747.400000000001
6652,Super,Kodichikkanahalli,2 BHK,1026.0,2.0,1.0,3708.0000000000005
6653,Built-up,Hennur,3 BHK,1260.0,2.0,2.0,4284.8
6654,Plot,Singanayakanahalli,2 Bedroom,690.0,2.0,0.0,3460.8
6655,Super,Sarjapur  Road,1 BHK,539.0,1.0,1.0,3708.0000000000005
6656,Built-up,Sarakki Nagar,4 Bedroom,1200.0,4.0,1.0,7004.000000000001
6657,Built-up,Attibele,3 Bedroom,2400.0,3.0,3.0,9888.0
6658,Super,Thubarahalli,2 BHK,1200.0,2.0,2.0,6554.92
6659,Plot,Kundalahalli,4 Bedroom,2500.0,5.0,2.0,28840.000000000004
6660,Super,Sarjapur  Road,3 BHK,1186.0,2.0,2.0,3296.0
6661,Super,Thanisandra,2 BHK,1039.0,2.0,2.0,3254.8
6662,Plot,Mahalakshmi Puram,4 Bedroom,1500.0,5.0,3.0,19199.2
6663,Plot,Gottigere,5 Bedroom,1500.0,4.0,1.0,8240.0
6664,Super,Malleshwaram,3 BHK,2520.0,3.0,2.0,12360.0
6665,Built-up,Brookefield,2 BHK,1225.0,2.0,2.0,5479.6
6666,Built-up,Bommanahalli,2 BHK,1350.0,2.0,2.0,5932.8
6667,Super,Vittal Mallya Road,2 BHK,1030.0,2.0,2.0,24720.0
6668,Built-up,Whitefield,3 BHK,1550.0,2.0,2.0,4087.0400000000004
6669,Super,Hoodi,3 BHK,1490.0,3.0,2.0,6509.6
6670,Super,Brindavan Nagar,3 BHK,1520.0,3.0,2.0,9146.400000000001
6671,Plot,Whitefield,4 Bedroom,4100.0,4.0,2.0,45320.0
6672,Built-up,Dena Bank Colony,3 BHK,1391.0,2.0,3.0,5314.8
6673,Super,Rachenahalli,2 BHK,1200.0,2.0,2.0,4120.0
6674,Plot,Kadabagere,4 Bedroom,1200.0,4.0,2.0,7086.400000000001
6675,Plot,1st Block HBR Layout,5 Bedroom,2500.0,6.0,3.0,41200.0
6676,Super,Yelahanka,2 BHK,1322.0,2.0,2.0,6592.0
6677,Super,Whitefield,3 BHK,2173.0,3.0,2.0,10547.2
6678,Super,Sarjapur  Road,2 BHK,1200.0,2.0,2.0,6180.0
6679,Super,Thubarahalli,2 BHK,1200.0,2.0,2.0,3872.8
6680,Super,Mysore Road,2 BHK,1170.0,2.0,2.0,5356.0
6681,Super,NRI Layout,2 BHK,1125.0,2.0,2.0,3754.1440000000002
6683,Super,Seetharampalya,2 BHK,1250.0,2.0,2.0,7416.000000000001
6684,Super,Chandapura,2 BHK,1025.0,2.0,2.0,2280.8320000000003
6685,Super,Yelahanka,3 BHK,1075.0,2.0,2.0,2966.4
6686,Super,High grounds,3 BHK,1900.0,2.0,2.0,15656.000000000002
6687,Built-up,Whitefield,3 BHK,1435.0,3.0,2.0,3708.0000000000005
6688,Super,Electronics City Phase 1,2 BHK,1175.0,2.0,2.0,5354.352000000001
6690,Built-up,Doddabidrakallu,2 BHK,900.0,2.0,1.0,2719.2000000000003
6691,Super,Electronics City Phase 1,1 BHK,585.0,1.0,1.0,1730.4
6692,Plot,Jigani,4 Bedroom,3170.0,5.0,2.0,18952.0
